caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,id,inputUrl,likesCount,ownerId,ownerUsername,shortCode,timestamp,type,url,location,jam_operasional,hashtags,transcript
"Nyobain menu baru dari marugame udon ini tu terdiri dari dua menu original dan spicy yang terbuat dari 100% daging paha ayam dengan saos tartar dan nanban yang asam gurih tapi bisa dibuat versi pedas juga loh, terus kalau kalian pesan lewat aps bisa dapetin gratis hokaido pudig dengan cara masukin kode voucher ""ahmadaeh"", buruan pesan sekarang deh ✨

Marugame Udon 
📍 Bigmall Samarinda 
🕐 11.00 - 22.00 

#makanansmr #marugameudon #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda #marugameudon #tebalkankebersamaan",2,1136,640,https://instagram.fknu1-5.fna.fbcdn.net/v/t51.2885-15/475738829_1124348388932549_7984923906203348903_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fknu1-5.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QHX6-XS28BtODoJjTWw0DLoenZjA63vzeooa2D4V1dse1aRERYAKGXmaCkH5suciBU&_nc_ohc=dFsv2wLRFcEQ7kNvwG5OQ9N&_nc_gid=Tggxse7s29N2vSsMtlgaxA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJfKlokHQjtohT1DagSnjbkxOjA-mQlEaHHCw-Uk9YeRw&oe=6830CE7B&_nc_sid=10d13b,3556859726186423688,https://www.instagram.com/jalanjalan.makanenak/,186,2332659232,jalanjalan.makanenak,DFcgRNvPCWI,2025-01-30T09:54:35.000Z,Video,https://www.instagram.com/p/DFcgRNvPCWI/,Bigmall Samarinda,11.00 - 22.00,"#makanansmr, #marugameudon, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda, #marugameudon, #tebalkankebersamaan"," sebagai pecinta makanan berkuah, kampet furt aku itu selalu ke Marugame Udon selain karena rasanya yang otentik, menubah ru mereka itu juga bener-bener bikin lagi sebelumnya kembali lagi ke Jalan-Jalan, makan enak! ya jadi kali ini aku mampir ke Marugame Udon Big Mall sama Rinda aku paling suka ngeliat dapur mereka yang modern dan open kitchen apalagi proses hand made udon mereka yang menarik tambah lagi sekarang ada menu baru yaitu Tori Ten Nanban Udon Original udon lembut dengan kuah bukake yang gurih manis berpadu dengan tempura dari 100% daging pahayaan asli dibalut dengan saus namban dan saus tartar yang asam krimi dan gurih buat pecinta pedas bisa juga pesan Tori Ten Nanban Udon Spicy dengan kuah yang sama tapi persi saus tartar yang lebih pedas ayamnya itu juisi dan kranci serta ngeblend banget dimakan bareng dengan udonnya makin lengkap dimakan dengan set di Tori Ten Tempura tempurannya yang cocok dikombinasikan dengan ekstra saus tartar spesial dan saus kiusu dengan sitara sama nis dan gurih na menu baru ini bisa kalian order langsung lewat aplikasi Marugame Udon lalu pilih pick up order nanti tinggal ambil pesanannya di outlet khusus untuk followers aku, kalian bisa gunakan kode ini untuk dapetin free Hokkaido Make Pudding ini tuh pudding yang selalu jadi favorit kami kalau ke sini bisa ditokar di outlet seluruh Indonesia jadi gimana? yuk mampir ke Marugame Udon sekarang ya"
"Akhirnya @eramart_swalayan & @erabakery.eramart DI panjaitan sudah buka, dengan tempat estetik yang super luas, belanja disini itu gak bakal bikin kalian bosen karna ada banyak banget section menarik yang memanjakan mata dan tentunya dengan harga terjangkau ✨

@erabakery.eramart @eramart_swalayan 
📍 Jl. DI Panjaitan sesudah wisata buah 

#makanansmr #swalayansamarinda #smrfoodies #foodsamarinda #supermarket #swalayan #minimarket #kulinersamarinda #rotisamarinda #jalanjalanmakanenaksamarinda #bakery",2,1136,640,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/475364956_1333041128039812_454504718400431585_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QF8vKePLx1FVOpio3ZX2oiVfddU-TqOEmVlJ3tv8hHZy9acHV3xSp3hadJWM2TmAi0&_nc_ohc=IOW4IiWIrDEQ7kNvwFZZ0Jp&_nc_gid=hSfcy7e_amDBp-Wp4WBwWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKPtGtwNAPG_QAL6IGERt8eU0yJNpzSAen2QEpKegT7Fg&oe=6830BB50&_nc_sid=10d13b,3553783146413395032,https://www.instagram.com/jalanjalan.makanenak/,148,2332659232,jalanjalan.makanenak,DFRkvFivYxY,2025-01-26T04:03:44.000Z,Video,https://www.instagram.com/p/DFRkvFivYxY/,Jl. DI Panjaitan sesudah wisata buah,,"#makanansmr, #swalayansamarinda, #smrfoodies, #foodsamarinda, #supermarket, #swalayan, #minimarket, #kulinersamarinda, #rotisamarinda, #jalanjalanmakanenaksamarinda, #bakery"," Era Fresh di Ipan Jaitan sudah buka sekarang dengan tempat yang menurutku paling luas dari semua cabangnya. Supermarket super lengkap mulai dari kebutuhan dapur, kosmetik, bekri, bahkan, sampai ke makanan lokal dan internasional, muat tersedia di sini sebelumnya, kembali lagi ke Jalan Jalan, makan enak. Jadi kemarin aku mampir ke Grand Opening Era Fresh di Ipan Jaitan dimulai dari pemotongan pita sampai penampilan taritarian dan dance dan seturut memberiakan acara Grand Opening kali ini. Itu masuk mesh banget dengan tempatnya yang super luas. Spot favorit aku ada di bekri satu ini. Mereka punya special produk yang cuma ada di Era Fresh di Ipan Jaitan. Seperti donat-donatan satu ini serta kuai ulang tahun berbagai varian yang cantik. Terus gak cuma yang manis-manis, mereka juga punya varian yang asin guri, goreng-gorengan, quick-ring dengan harga yang super terjangkau. Apalagi ada promo Grand Opening yang bisa kamu dapatin untuk special produk satu ini. Kita lanjut ke seksen perdagangan. Ada banyak banget bahan berkualitas yang bisa kalian beli. Seperti yang unik kayak seafood yang udah satu paket kayak gini, ada salmon, cumi, ayam, serta daging yang semuanya pasti dijamin fresh. Juga seksen perbuahan, cemilan anak kebutuhan dapur serta perlengkapan anak, bahkan sampai kosmetik dan skin care pun juga tersedia. Setiap seksennya udah ada sein lengkap kayak gini. Jadi walaupun tempatnya super luas, gak bakal bikin bingung buat cari kebutuhan kalian. Diain video kali ini, jangan lupa mampir ke Era Fresh di Ipan Jaitan Sama Rinda!"
"Cuma di mending pulang hujan hujan dari pada gak pulang 😭😂

#tawadireels #pov #hujan #samarinda #samarindawisataair",116,1136,640,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/475340053_1388803022089701_8955470855370505191_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGt8kGqL796PojcJdVGn364Nyu9UE6GB0g-3BHQBp5tiNpIgT-ZqdVdwO1VKivSvG34JhIqX_ZZPkMY4shzBfAN&_nc_ohc=jW-2mEBWKeAQ7kNvwFfsJVn&_nc_gid=iEo_17AmqM-0opUNiYodQA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKUKvLpEELBIOWp3tZCTq95r0KtAG7IPJ-ZWFzoOQkIgg&oe=6830CB5B&_nc_sid=10d13b,3555416886800062753,https://www.instagram.com/jalanjalan.makanenak/,11521,2332659232,jalanjalan.makanenak,DFXYNI2JJkh,2025-01-28T10:06:37.000Z,Video,https://www.instagram.com/p/DFXYNI2JJkh/,,,"#tawadireels, #pov, #hujan, #samarinda, #samarindawisataair",
"Pecinta traveling wajib tau sih, mimin udah bandingin harga dengan competitor tetap jauh lebih murah kalau pakai diskon yang ini nih ✨

#pelitaair #diskonpenerbangan #traveling #liburan #destinasi #jalanjalan #travelingindonesia #pesawat",0,1136,640,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/475153614_4022774131314069_4706265206107309615_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QELGTPON79_I_Hyp709gGfqrYq32mLMJRsUzA8Tm7vj49OupR9ChGCPBqH53IZHJ7KC_UTeI_JMeOhpbXIMan8D&_nc_ohc=P9G-KfziWg0Q7kNvwEW0VrV&_nc_gid=FmarAZjtF5DWLxB2H1WO_A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJlT_p4xpY1EY5-esdCx8mVpNK_iqoRbPci3R2WyMuqZw&oe=6830C692&_nc_sid=10d13b,3552554085141756194,https://www.instagram.com/jalanjalan.makanenak/,19,2332659232,jalanjalan.makanenak,DFNNR5CPLki,2025-01-24T11:18:21.000Z,Video,https://www.instagram.com/p/DFNNR5CPLki/,,,"#pelitaair, #diskonpenerbangan, #traveling, #liburan, #destinasi, #jalanjalan, #travelingindonesia, #pesawat"," Buat kamu yang suka traveling, Buat Order Ticket Pelita Air, karena hanya hari ini ada diskon up to 55%, caranya pesan ticket melalui aplikasi pelita air, terus masukin penerbangan kali ya, lalu pilih yang ekonomi flexi, dan tinggal order ticketnya. Ini berlaku untuk penerbangan di tanggal 1-28 Februari 2025, dan diskonnya cuma berlaku sampai hari ini saja, 24 Januari 2025. Bisa untuk menerbangan pelita air, seluruh Indonesia jadi Buat Order Sekarang, dan jangan sampai ketinggalan."
"Kapan lagi ya kan makan kue balok coklat lumer @saripasundan  cuma 17 ribu aja, berlaku dari tanggal 2-4 februari 2025 loh, hanya 3 hari jadi jangan sampai ketinggalann ✨

@saripasundan 
📍 Jl. Gerliya satu tempat dengan ayam surasama 
💰 tertera di video 

#cemilansamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jajanansamarinda #kuebalok #kuecoklat #jalanjalanmakanenaksamarinda",4,1136,640,https://instagram.flos3-1.fna.fbcdn.net/v/t51.2885-15/476052197_1401651107485974_4132646563017202650_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.flos3-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEuL1uTZVcPcLqb_Flg--zkQ9tMJJkobNEL8WZFwqy5iGY7FkWPkIkHNnlVK_himAM&_nc_ohc=jk_OQKto0acQ7kNvwEtnE3-&_nc_gid=fG98fI_kjKLMH7tAs426Iw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJG5vvGJXOFvq1pKS3L_SgO_1WX5gv1C2sskUHZW650TQ&oe=6830CD88&_nc_sid=10d13b,3558285250360390897,https://www.instagram.com/jalanjalan.makanenak/,189,2332659232,jalanjalan.makanenak,DFhkZUlPjTx,2025-02-01T09:06:06.000Z,Video,https://www.instagram.com/p/DFhkZUlPjTx/,Jl. Gerliya satu tempat dengan ayam surasama,,"#cemilansamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jajanansamarinda, #kuebalok, #kuecoklat, #jalanjalanmakanenaksamarinda"," Kapan lagi makan kue balok lumer kayak gini dari 20 ribu jadi cuma 17 ribu aja mulai dari 2 sampai 4 Februari aja loh. Belum lagi, masih banyak varian sembilan lainnya yang bikin penasaran buat dicoba. Sebelumnya, kembali lagi ke Jalan Jalan, makan enak. Jadi kali ini aku mampir ke kue balok saripasund dan ini tuh lokasinya ada di Jalan Gerdia satu tempat dengan ayam sura sama. Gitu maksud kalian bisa langsung pilih menu mereka atau juga bisa langsung ambil berbagai sembilan yang terus susun rapi di rak satu ini. Kita mulai dari tentu aja kue baloknya. Kue dengan coklat super lumer di dalam, aku suka dengan teksturnya yang menurut ku cukup lembut. Selain itu mereka juga punya kue piya. Ini aku coba yang varian coklat dengan tekstur kering dan coklat yang menurut ku manisnya juga pas. Nah yang satu ini jadi favorit kami berdua. Namanya Coco Cocho. Ini tuh sejenis cokok crass gitu. Tapi menggunakan topping milo di dalamnya. Kalau pesan ini dijamin kalian gak bakal berhenti punya. Ada juga ring cokok yang bentuknya bulat atau susu kering lumer yang begitu digigit langsung pecah di mulut. Ditutup dengan bas ring buat kalian para pecinta pudas. Nilai sarganya yang bisa kalian screenshot. Jadi jangan lupa mampir ke kue balok coklat lumer saripasund dan sama rinda."
"Kalau ditanya list favorit makanan disamarinda bakso az zahra ini selalu masuk 3 makanan utama mimin loh, perfect aja dari pentolnya tetelannya sampai kuahnya buat mimin pribadi, harus banget deh kalian cobain ✨

@bakso_azzahra_bengkuring 
📍 perum bengkuring sebrang lapangan bola 

#baksosamarinda #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",20,1136,640,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/475988987_8829767433798452_3105750482446404590_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHUYzNxN7fE3r2q62x5DMCaT6ScSIz_V831hYakNxLudvstq6DqDJfnfBPFencE9OuiVivXsLu-lr6ETVQ9cvhu&_nc_ohc=o6hgbHDRWQEQ7kNvwH2dr3V&_nc_gid=i9ZdTyggyCzLfrzI8U_Ihw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLHtbIs_ET_CTJxaKmFi7_ZJFxw5wDI0JPXhR1C3gvjRA&oe=6830C186&_nc_sid=10d13b,3559673740775990141,https://www.instagram.com/jalanjalan.makanenak/,936,2332659232,jalanjalan.makanenak,DFmgGhDPSN9,2025-02-03T07:04:53.000Z,Video,https://www.instagram.com/p/DFmgGhDPSN9/,perum bengkuring sebrang lapangan bola,,"#baksosamarinda, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda", වවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවව වවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවව
"Ngemil enak itu gak perlu mahal mahal, beli aja @mimoodonat karna mereka lagi ada promo by 1 box gratis 1 box juga, double2 kayagini bisa kamu dapetin cuma dari tanggal 24-26 januari 2025 mulai jam 14.00 jumat besok loh ✨

@mimoodonat 
📍 Jl. Aw syahrani seberang kantor kelurahan gunung kelua 
💰 tertera di video 

#donatsamarinda #donat #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",3,1136,640,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/474861577_1284309432684668_953577983288846993_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFTA34V24UAaRdZx2TawFhY2UauGXAb_Wzv75Y7EAxCmr9trsvyPX_2f2Q2kAYPuQI&_nc_ohc=xwTk8fiF0xUQ7kNvwEO1L1q&_nc_gid=6WD-s21wX-hqmiKAEqRi2w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ_inGa6h0s566flk9OdPN5Dokc4lQcYhCxP5dgwoM8Fw&oe=6830D436&_nc_sid=10d13b,3551805495108765621,https://www.instagram.com/jalanjalan.makanenak/,292,2332659232,jalanjalan.makanenak,DFKjEePPQe1,2025-01-23T10:33:13.000Z,Video,https://www.instagram.com/p/DFKjEePPQe1/,Jl. Aw syahrani seberang kantor kelurahan gunung kelua,,"#donatsamarinda, #donat, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," Nge-mila enak itu gak perlu mahal-mahal karena ada donut susu lembut yang siap manjakan lidah apalagi mereka ada promo khusus baywan getwan setiap pembelian satu kotak donut gratis satu kotak donut juga catat tanggalnya dan jangan sampai ketinggalan sebelumnya kembali lagi ke jalan-jalan, makan enak ya jadi kali ini aku mampir ke Mimo Donut lokasinya ada di jalan Awahab Saharani samping Gang 5 atau pas disebrangnya kantor kelurahan gunung keluar mulai dari 24 sampai 26 Januari 2025 Mimo Donut ngadain promo beli satu bok gratis satu box donut juga loh star dari jumak pas di jam 2 siang sampai perseguaan habis, sisa dibawah pulang atau makan di tempat kayak gini tempatnya estetik dan sekarang jauh lebih luas loh varian donutnya juga banyak, vaporita kuada di dusting donut va donut yang teksturnya lembut banget terus juga topping gula halusnya ini manisnya juga pas jadi cocok di lidah gaakalah enak kalian juga bisa cobain almon vanilla yang kranci serta milky vanilla dan kami juga pesan red velvet strawberry macam green tea dan double, cocok btw harga tiap donutnya ini cuma 7 ribuan aja loh ditambah lagi mereka juga punya menupit samini serta sinamon roll yang bisa kalian coba bakal puas banget deh dengan promo buy one get one nya jadi jangan lupa mampir ke Mimo Donut sama Rinda"
"Kalau pengen tempat nongki asik sambil ngetaichan @taichango.smr bakal jadi salah satu opsi terbaik deh , lokasinya strategis tempatnya luas jadi juga lebih nyaman, jangan lupa ada promo by 2 get 1 free ya ✨

@taichango.smr 
📍 Jl. M. Yamin Satu Tempat dengan Hayyu Steak 
💰 lupa masukin tapi terjangkau kok 

#makanansmr #makanansamarinda #taichansamarinda #smrfoodies #foodsamarinda #kulinersamarinda #jalanjalanmakanenaksamarinda",5,1136,640,https://instagram.fdac15-1.fna.fbcdn.net/v/t51.2885-15/474190944_988362763153895_2646145275027030928_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fdac15-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QETVvei1CENCmpF5rjWss-5dLGXhVKUnkg3UGXxLqnbXuQXMKNrfqqKDO6GbOA9zzU&_nc_ohc=VmoYIWpnAfkQ7kNvwG-mVj0&_nc_gid=nHUr6DYxAIevBWpQUlFgMw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKFiLmONCx4PtYY23yIp_dr-id_EDjkujOjse3JabbVPg&oe=6830C714&_nc_sid=10d13b,3549033124673298162,https://www.instagram.com/jalanjalan.makanenak/,136,2332659232,jalanjalan.makanenak,DFAstLEPx7y,2025-01-19T14:43:57.000Z,Video,https://www.instagram.com/p/DFAstLEPx7y/,Jl. M. Yamin Satu Tempat dengan Hayyu Steak,,"#makanansmr, #makanansamarinda, #taichansamarinda, #smrfoodies, #foodsamarinda, #kulinersamarinda, #jalanjalanmakanenaksamarinda"," I imagine you fall in love on the bottom of the sky as I flew I think I'll picture us through with my wings, the ocean's colors on your face I'll leave my heart with your air, so let me fly with you Will you be forever with me?"
"Akhirnya kesampaian nyobain ramen sushi viral satu ini @mosushi.id dengan beragam menu yang harganya terjangkau banget, menawarkan paket kombo spesial mulai dari 15-20 januari 2025, sikat sekarang dan jangan sampai ketinggalan yaa ✨

@mosushi.id 
📍 Jl. Anggi Samping Islamic 
🕐 12.00 - 21.0 
💰 tertera di video 

#makanansmr #makanansamarinda #ramensamarinda #sushisamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",28,1920,1080,https://scontent-man2-1.cdninstagram.com/v/t51.2885-15/473793534_18443512486075233_1724482648499507700_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEGaAxxIohbsE0CYmED5rIbiz0baho9rmPZ6RGGKArhizTB-OXPYoXOwoN-KBCOheQ&_nc_ohc=jcHn0rvzIn0Q7kNvwG33Fyi&_nc_gid=zZqc-9jVXPKZAQMpnyZKBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIwbsWWUXyDXoa-B9smafO74YQ-1JqVwh89FLLWNhPPEg&oe=6830D474&_nc_sid=10d13b,3545996546094882761,https://www.instagram.com/jalanjalan.makanenak/,577,2332659232,jalanjalan.makanenak,DE16RI4v1_J,2025-01-15T10:11:16.000Z,Video,https://www.instagram.com/p/DE16RI4v1_J/,Jl. Anggi Samping Islamic,12.00 - 21.0,"#makanansmr, #makanansamarinda, #ramensamarinda, #sushisamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," akhirnya kesampaian juga nih, nyobain ramyen prasmanan yang hit satu ini, ada susi yang cuma 3000 dan buat kamu yang suka kalap sampai over thinking, tenang aja, mereka punya paket combo special biar tetep nikmat serta hemat, sebelumnya kembali lagi ke Jalan Jalan, makan enak. ya jadi kemarin aku mampir ke Mosusi, lokasi tempatnya ada di Jalan Anggi di samping islamik, nggak jauh dari simpang tepi yang pinggir sungai satu ini. Tempatnya super comfy, dingin beraseh di dalam dan berangin di luar dengan spes yang udah banyak, bahkan baby cher pun juga udah tersedia. Mengusung konsep prasmanan yang self service, begitu sampai bisa pilih menu di dinding, akan dibuatkan on the spot, lalu bisa pilih tambahan toppingnya atau gorengan seperti chicken karage, chicken katsu, takoyaki, bahkan susi juga. Nah buat kamu yang takut kalap, mereka udah punya menu special yang combo hemat, mulai dari 28 ribu sampai 47 ribuan, promo special ini berlaku dari tanggal 15 sampai 20 januari 2025. Kita mulai dari soyur ramen udonnya, udah dapet nori krispi ajitama dengan kuah original, favorit kami ada di beef teriyaki Tori kara ramennya, kuahnya itu creamy dan sedikit pedas, beefnya juga penuh rasa, jadi ngeblend dengan kuahnya, serta punya tipe mi yang kecil tipis tapi nikmah. Harus highlight susinya, walaupun cuma 3000 tapi kualitasnya oke banget lah, punya juga paket susi box kayak gini, mulai dari 36 sampai 42 ribuan. Cetup dengan Hokkaido silki pudding dan ini bill kami, jadi tengok lupa mampir ke Mosusi Sama Rinda."
"Minggu pagi dengan risol frozen dari @risol.gembrot cobain deh dia tipe risol yang ukuran nya jumbo dan isiannya lumer gitu, makan satu aja udah ngenyangin ✨

@risol.gembrot 
📍 hanya online 
💰 20k/mika 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",0,1333,750,https://instagram.fstv3-1.fna.fbcdn.net/v/t51.2885-15/472747431_18441763837075233_1845324770527412374_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstv3-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGXB1RwBYzSsOV3dem4fdzfY4SF240nXzqifEQuiWDyWz7ozU9J6Mo1sBelkEn70Os&_nc_ohc=aB-Md6JNg24Q7kNvwGzuuQg&_nc_gid=lsfkYXu0_tHyXZovWlkLSQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJzy0CdkY0rbaOj0sn_bkLrjgmhFfsdk9ejDXniAItJAw&oe=6830E35F&_nc_sid=10d13b,3538513231846587614,https://www.instagram.com/jalanjalan.makanenak/,70,2332659232,jalanjalan.makanenak,DEbUwlZPDze,2025-01-05T02:22:42.000Z,Video,https://www.instagram.com/p/DEbUwlZPDze/,hanya online,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," Pagi minggu gini, paling enak nongkrong di pinggir sungai, apalagi ditemani Risolfrozen dari Risolgembrod Sebelumnya, kembali lagi ke Jalan Jalan, Makan Enak! Ya, jadi kemarin aku dapat kiriman dari Risolgembrod, ini tuh Risolfrozen yang dijamin dibuat dari bahan yang fresh, homemade dengan ukuran yang cukup jumbo Dan lapisan yang super lumer dengan isian sausage dan mojarela Bisa disimpan di kukus, lalu langsung goreng aja, digoreng sampai emas kecoklatan dengan api kecil perlahan tapi pasti Tipu Risol yang tebal, asin dan guri, serta sedikit pedas ini tuh cocok buat kamu yang pengen saat setinggal goreng Harganya cuma 20 ribu permika, dan cara ordernya bisa langsung aja DM ke sosmed mereka Yuk, buruan order Risolfrozen dari Risolgembrod sama Rinda"
